id,quote,character,train
12383,"Yeah, well, I was told that Holly would be here, single and ready to date. And we all got misled.",Michael,True
12384,"Hey, Dwight. You resemble a Tolkien character.",Dwight,True
12385,"Why don’t you do the presentation, because you know how to do it?",Michael,True
12386,Manuel who?,Michael,True
12387,"Oh, I hate monkeys.",Michael,True
12388,"Yes, but what you didn’t realize at the time was that I was with you in a sense. I was in your heart…",Michael,True
12389,"Watch the long passes, you guys!",Michael,True
12390,"Ah, this is just me and David, if that’s okay.",Jim,True
12391,Yes. Right now? Yes.,Jim,True
12392,"Wait, I’m serious. It’s happening.",Jim,True
12393,I don’t know. I haven’t decided yet.,Michael,True
12394,Or enough for everyone?,Pam,True
12395,You know there’s a ghost in this office,Dwight,True
12396,"I’m thrilled with the work they’ve done today, both quality and the quantity. Great performance, Very, very solid all the way around.",Michael,True
12397,"Oh, really? What else? Let me see.",Dwight,True
12398,"No. Thanks… uh we’re still having lunch today, right?",Pam,True
12399,DEAD.,Michael,True
12400,"Oooh, okay. That was still about me.",Michael,True
12401,"I watch the L Word. I watch, Queer as F***, so…",Michael,True
12402,If you’re going number one you’ve got ten more seconds!,Dwight,True
12403,"OK, do me. Something stereotypical so I can get it really quick.",Dwight,True
12404,"So now everyone hates Andy, and it’s this whole mess, and I don’t know what to do.",Pam,True
12405,"Well, since we’re stopped at a light, uhhh, here is…the mural I did for Angela’s baby.",Pam,True
12406,"Okay, this is a pill that combats insanity, okay? Whoever is taking it is not only insane… They are now off their meds.",Dwight,True
12407,"No. Hey… I mean, although it’s just for fun, you know we want… I was counting on you man.",Michael,True
12408,"It’s really amazing. Congratulations Karen. So is there a guy or, uh, a person. Or, uh, a sperm machine that did this to you, or?",Michael,True
12409,Don’t. I have information about the sex predator.,Jim,True
12410,Yeah.,Jim,True
12411,…would I go near—,Michael,True
12412,"Well, well. Holly… lujah! It’s a miracle, you’re at your desk.",Michael,True
12413,What’s up?,Michael,True
12414,It’s been a really rough couple of days… This helps a little.,Pam,True
12415,Jim —,Dwight,True
12416,"He is also in an interracial relationship, so, you know, if you have any problems, you can always call him.",Michael,True
12417,Jim.,Pam,True
12418,She doesn’t want you to return the barrette. She’s not interested in you.,Pam,True
12419,"No. But I am, I am human, right?",Dwight,True
12420,He does?,Jim,True
12421,I’ll get someone to take it down.,Dwight,True
12422,"Oh, wow, that is adorable!",Michael,True
12423,"Because a lot of people think that models, even though they’re very attractive, are somewhat vapid. It’s set our industry back quite a bit.",Michael,True
12424,Michael?,Dwight,True
12425,"Um, no, I just thought we’d wing it. That cool?",Michael,True
12426,You saw who did this and you didn’t stop them?,Michael,True
12427,This is stupid! Cut.,Dwight,True
12428,Medium rare. Thanks.,Pam,True
12429,Orientation is over.,Dwight,True
12430,Okay. Thank you.,Pam,True
12431,Yeah. What do you know about Meredith?,Michael,True
12432,"Come on, I’m going backwards.",Michael,True
12433,That’s it?,Michael,True
12434,"Wait, Ryan, so this could be over by the weekend?",Michael,True
12435,S’ok.,Jim,True
12436,"Yes, yeah, absolutely. Have a seat.",Michael,True
12437,I should probably head back in.,Pam,True
12438,"Well, we had the Scranton White Pages.",Dwight,True
12439,"No, it’s a lot better than it sounds. There’s a private shower area. Very tasteful, very rustic.",Dwight,True
12440,Don’t.,Jim,True
12441,What do you mean hmm-um?,Michael,True
12442,Hey.,Dwight,True
12443,Are you done? …Good. Okay.,Michael,True
12444,Cut it out.,Pam,True
12445,You ever been with the blondes before? It’s the big leagues.,Dwight,True
12446,"Hot? What are you talking about? This is a nice temperate Florida morning. Eighty-five degrees, seventy-five percent humidity. This is the exact environment you will be facing for the next three weeks of your life. Welcome to special projects orientation. The next three weeks of your life are gonna be the most miserable you’ve ever faced. They’re gonna be hard, they’re gonna be dirty. You’re gonna wish you were dead.",Dwight,True
12447,"Ryan, enough with the texting machine. Come on. And tuck in your shirt, you’re the face of this company.",Michael,True
12448,"That’s sad. Or it’s innovative. Well, you know the futon is a bed and couch all rolled into one.",Jim,True
12449,I just hope that you and I can remain friends.,Michael,True
12450,Now you sound like Kermit.,Michael,True
12451,"Oh, wait. That’s Kevin. On the drums.",Pam,True
12452,What?,Jim,True
12453,Six dollars.,Jim,True
12454,"Probably the best one that we have ever had, right? But the real reason that we are here, is to say goodbye to a guy who we will probably never ever see again. Now, a lot of you know that I am an accomplished songwriter.",Michael,True
12455,Rrahh!,Dwight,True
12456,Oh my God. What century is this?,Pam,True
12457,"Yes, please.",Pam,True
12458,"No, I would never leave you for dead. You would never escape.",Dwight,True
12459,Nice.,Dwight,True
12460,Don’t move. And disarm now!,Dwight,True
12461,"Ok, Dwight. We can’t do that. So why don’t you just tell us what happened?",Jim,True
12462,"Well, I mean, it’s an iPod. But ..",Pam,True
12463,Where you going? Nearby? Because I can give you a ride.,Michael,True
12464,"You, you, you, you…",Dwight,True
12465,You’re in the gay mafia.,Pam,True
12466,"Right. See? I don’t even know, first-name basis!",Michael,True
12467,It was an accident.,Michael,True
12468,"That’s– no, no– it’s not about numbers, Pam. It’s about attitude.",Michael,True
12469,Torture.,Dwight,True
12470,I think you mean The Sting.,Jim,True
12471,"Yeah, a little bit.",Michael,True
12472,No earbuds!,Dwight,True
12473,Good luck.,Pam,True
12474,You ok?,Michael,True
12475,...,Dwight,True
12476,"I think one of the greatest things about modern America is the computerization of medical records. As a volunteer sheriff, I can look up anyone’s psychiatric records or surgical histories. Yeast infections. There are a huge number of yeast infections in this county. Probably because we are down river from that old bread factory.",Dwight,True
12477,"Oh God. Well, that’s an interesting theory.",Michael,True
12478,Yup. I’ll trade.,Jim,True
12479,Get up. All right? I’m not gonna let you by.,Jim,True
12480,Okay that’s five.,Jim,True
12481,"Oh, no, no. No.",Jim,True
12482,"I mean I can see how it would seem a bit like we uh… How it looks like um… I mean now a days you can edit anything, right? I mean you can edit anything to look like um… anything.",Jim,True
12483,I know just the man for the job.,Dwight,True
12484,"All of it! The mall, the stores, the kiosks!",Dwight,True
12485,"David, what are you doing here?",Pam,True
12486,Hmm. Very nice. Very nice.,Dwight,True
12487,Internet.,Michael,True
12488,"So let’s just say that Dwight has come at you with the throat punch. Now how would you, Dwight, defend against it?",Jim,True
12489,Just the one window?,Dwight,True
12490,"You realize you’re not actually talking to me, right?",Jim,True
12491,Wow. That was Dwight. He seems upset about something.,Jim,True
12492,"Hey, what up, Cynthia?",Michael,True
12493,Mmm.,Pam,True
12494,A man is found hanging from the ceiling…,Dwight,True
12495,"In Philly, so, that doesn’t really work for the family. Watch this guy make a billion dollars off my idea.",Jim,True
12496,"Okay, go, go, go, go!",Michael,True
12497,"You’re what, like, 12?",Michael,True
12498,Absolutely not. It’s just that sometimes… goodbyes are a bitch.,Jim,True
12499,"Oh, no, no. Oh look at that. Icing on the cake.",Michael,True
12500,"No, no, no. And people don’t understand that is has nothing to do with making fun of a different nationality.",Michael,True
12501,"Hi, how are ya?",Pam,True
12502,I really don’t want to take the chill pill.,Dwight,True
12503,"My dream vacation? I sleep in, putter around the farm, go fishing for a few hours, take a long run in the forest, check the traps. Then the sun comes up and I head into work, which is empty, because everyone else is out of town on vacation.",Dwight,True
12504,Why does the sun rise in the morning? Why do magnets stick together? Because everybody says so. Everybody.,Michael,True
12505,Working on it.,Michael,True
12506,You’re welcome. Whoa! Almost fell.,Michael,True
12507,I heard a-,Michael,True
12508,"I really don’t know how it happened, David.",Jim,True
12509,Why don’t you tell Jim where you were from ages 14 to 15.,Dwight,True
12510,"A hero kills people, people that wish him harm.",Dwight,True
12511,Thank you.,Michael,True
12512,...,Pam,True
12513,"Hey, right?",Michael,True
12514,Yeah.,Michael,True
12515,We have an extra outfit in the bag.,Pam,True
12516,And a woman-,Michael,True
12517,"About 40 times a year, Michael gets really sick, but has no symptoms. Dwight is always gravely concerned.",Pam,True
12518,This is a farce. I should be teaching this course.,Dwight,True
12519,Yeah.,Jim,True
12520,Life-size.,Michael,True
12521,"Probably the weirdest thing about Pam being gone would be lunch… actually. But um, it will force me to become acquaintances with people I consider… coworkers.",Jim,True
12522,"You know what? It made me laugh when I heard it, but Pam got really offended.",Michael,True
12523,Nope.,Michael,True
12524,This had better be terrible.,Michael,True
12525,I gave it to you in the car.,Michael,True
12526,Aw! That’s great Toby.,Pam,True
12527,"Michael, once this gets out… I don’t know how it’s going to go down.",Dwight,True
12528,I know that’s what he said.,Dwight,True
12529,Okay.,Jim,True
12530,"At this point, when you’re this pregnant, it’s kind of like senior spring. The other day I spit my gum out on the carpet.",Pam,True
12531,"Wait, so are you… you like heart-shaped jewelry, though, right?",Jim,True
12532,"This one, from David Wallace to all Dunder Mifflin.",Dwight,True
12533,Okay.,Michael,True
12534,"No, can’t.",Jim,True
12535,Where are all the animals?,Dwight,True
12536,"Yes, I was the first one out. And, yes, I’ve heard women and children first. But, we do not employ children. We are not a sweat shop. Thankfully. And, uh, women are equal in the workplace by law. So, I let them out first, I have a lawsuit on my hands.",Michael,True
12537,Can I talk to you about something?,Dwight,True
12538,—and everything’s closed and you need to get some dry cleaning done. 12:00 midnight. Where do you go? What do you do? What do you do? Come on! What do you do?,Michael,True
12539,"Oh, dear God. OK, here are your credentials. You’ve been granted level three security clearance.",Dwight,True
12540,"This is austere, Meredith. This is celebrating Christmas for all of the right reasons. The cookies and toys and sweets are mere distractions. I mean, most people don’t even know that a candy cane represents a Shepherd’s Crook, which I assure you does not taste like peppermint. It tastes like sheep feces.",Dwight,True
12541,You came into my office voluntarily.,Dwight,True
12542,"Let’s just… Why can’t you just forgive… Why, why are you having such a hard time laughing this off? How do you know that you weren’t born with some sort of abnormal pelvis that it was just bound to crack at some point?",Michael,True
12543,Okay.,Jim,True
12544,Look at that. Bob ordered hot food.,Jim,True
12545,Yeah.,Michael,True
12546,"Hey Hey, I don’t go make burgers where you work and then tell you how to make burgers. Ha ha!",Michael,True
12547,Almost quittin’ time.,Michael,True
12548,I really hope so.,Dwight,True
12549,Why am I being forced to come in tomorrow and pretend that a website made sales that I made?,Dwight,True
12550,"Yeah, it does, actually. It makes you real stupid.",Dwight,True
12551,"Uh, yeah, it’s okay. Its just, I don’t think the cartoons are very funny.",Michael,True
12552,That is right. Don’t make any more of it.,Pam,True
12553,"Nope, nope, nope.",Michael,True
12554,"Oh my god! I love it! Uh, I—Nellie, this is brilliant! Hey!",Pam,True
12555,No the paper’s not toxic.,Pam,True
12556,What?,Jim,True
12557,"Well.. um I, I don’t…",Pam,True
12558,Okay. It’s going to be great.,Michael,True
12559,"Oh, we will. Have a seat.",Dwight,True
12560,And she is your boss.,Dwight,True
12561,Let me getcha.,Michael,True
12562,"It’s a Hazmat suit. That stands for hazaderous materials men’s suit wearing. If you rent more than four times a year, it just makes sense to buy. Is there anyone else here that is lice free? Excellent. Do you have your own hazmat suits?",Dwight,True
12563,"Hey, you want me to take the little diaper blaster? Pam can attest, there’s no one better at getting brats to shut their yaps.",Dwight,True
12564,"No, it’s more of a underwear garment that has little spikes like made of, sometimes they are made of metal. You know what I am talking about. You unlock a little door that… down… where you, where you put, where you put the…",Michael,True
12565,But ..,Jim,True
12566,"Stop! Stop! Stop! Yes! That is, uh, Edward R. Meow.",Michael,True
12567,"Of course. He was here. She’s the key. Amazing. Holly. Hey, where you would you like to go next? Holly?",Dwight,True
12568,I can already feel people’s stress starting to melt. I think they’re very excited about paying their respects this way. I have got to make sure that YouTube comes down to tape this.,Michael,True
12569,"Well, I wish you would.",Pam,True
12570,"Yeah—turn signal. It’s exciting to be painting again—those are the wipers. So—the—its—just. There you go! Yeah. Yeah, things get so busy with the kids—red light—that it’s nice to have that creative outlet—red light! Red light! Red! Red!",Pam,True
12571,What do you know?,Dwight,True
12572,"Okay. Rule five – safety first, i.e. don’t burn the building down. Okay? That should be a no brainer.",Michael,True
12573,Please do.,Jim,True
12574,"That’s because you’re incapable of doing it because you don’t know how. Because you have no skills. Dwight, there’s no way I can possibly teach you what you need to know about public speaking by speech time.",Michael,True
12575,You got a lot of anger under there buddy. Come on start us out. Unleash it.,Michael,True
12576,Okay.,Michael,True
12577,"Any really good headhunter would storm your village at sunset with overwhelming force and cut off your head with a ceremonial knife,",Dwight,True
12578,Wow.,Jim,True
12579,"Sir, there has been a murder, and you are a suspect.",Michael,True
12580,Oh my God! That’s it! That’s it!,Michael,True
12581,"Ooh, someone’s freakin’.",Michael,True
12582,Nothing.,Jim,True
12583,Come on.,Michael,True
12584,Great.,Jim,True
12585,Atherozar!,Dwight,True
12586,"Pam, are you really gonna listen to his stupid homemade test?",Jim,True
12587,"I learned a while back that if I don’t text 911 people will not return my calls. Um, but now people always return my calls because they think that something horrible has happened.",Michael,True
12588,Dwight.,Jim,True
12589,That’s my client.,Dwight,True
12590,Pop-up?,Jim,True
12591,"Have you seen her painting, Jim? The building? There are shadows coming from two different directions.",Dwight,True
12592,"Ah, you know me too well.",Jim,True
12593,I don’t care. Guess how much I care on a scale of one to ten.,Dwight,True
12594,"Oh, you know what? This reminds me, Cece needs a new toothbrush.",Jim,True
12595,Huh.,Jim,True
12596,I get back from work around 6.,Jim,True
12597,You had black hair and then gray hair.,Dwight,True
12598,Yeah.,Dwight,True
12599,"No, Baah! But he’s married to her!",Michael,True
12600,"Guys, the Afghanistananies.",Jim,True
12601,See you then.,Pam,True
12602,Popcorn anyone?,Pam,True
12603,Okay. I think the best thing to do right now is just come clean and tell everybody the truth.,Jim,True
12604,"Wow, some pretty big books back there, huh?",Michael,True
12605,We should get him a bus ticket. To make his trip easier.,Pam,True
12606,"Wow, that’s weird. Oh, dollar for a stapler, that’s pretty good.",Jim,True
12607,"And now Roy and Pam are dead, and we have your stupid rules to blame, Toby.",Michael,True
12608,"Ahh, wow. That’s dangerous.",Michael,True
12609,"Yes it is, but it had to be done, didn’t it?",Michael,True
12610,Six on seven.,Jim,True
12611,I am on my way. I should be there in about 15…,Michael,True
12612,Yes.,Michael,True
12613,"You know what’s funny? Robin Williams. When a cat gets stuck in a washing machine. City Slickers. Talking like Borat. You know what’s not funny? Safety, or making fun of the person trying to talk about safety. Not nice. I must show people how dangerous office can be. High five… Now that’s funny.",Michael,True
12614,And no one cared.,Jim,True
12615,Pam and Jim’s wedding will be the single best pick up destination in the history of the universe.,Michael,True
12616,I’m not making any copies.,Pam,True
12617,He tore his scrotum dancing.,Pam,True
12618,"Haha, yeah. Say more nice things.",Pam,True
12619,Do you want to talk about it anymore?,Michael,True
12620,Well the cats out of the bag. I used to have a crush on Pam and now I don’t. Riveting.,Jim,True
12621,"Wow, I don’t want to hear… you talk. Pam, could I have a word with you in my office? Oh, oh, oh. Alright.",Michael,True
12622,Ugh. I’m hanging up.,Dwight,True
12623,Some candy.,Pam,True
12624,"OK, buhhhh, I burned my foot very badly on my Foreman Grill and I now need someone to come and bring me into work.",Michael,True
12625,There’s no building… it doesn’t exist.,Pam,True
12626,Do you mean vibrate?,Jim,True
12627,You… you are as creepy as a real serial killer. For real. OK.,Michael,True
12628,Thanks. How did you push away the bad thoughts?,Michael,True
12629,"…blah, blah, overstaying your welcome! Let’s keep it moving! Let’s keep it moving! Toby, everybody!",Michael,True
12630,What was this?,Jim,True
12631,After work you guys…,Michael,True
12632,Did you ever have intercourse in this office?,Michael,True
12633,"Oh, please. I wish he’d come after me. I would be like-aaah!",Dwight,True
12634,"Just then, Agent Chang gets a bullet in the head.",Jim,True
12635,"And did I mention that she weaves? Colorful, durable blankets and rugs! It all adds up.",Dwight,True
12636,And Pam it was like three years ago so I am totally over it.,Jim,True
12637,"Ok guys, you know what? I didn’t— I didn’t interrupt when you were having your presentation.",Michael,True
12638,Wind.,Jim,True
12639,"Not you. Kevin. Just unwarranted. Hostile work environment, Kevin.",Michael,True
12640,Okay.,Pam,True
12641,Ohh… poor Kevin.,Pam,True
12642,Coffee?,Michael,True
12643,It’s that easy?,Dwight,True
12644,Well. Anyone employed by the Gettysburg Industrial Complex is certainly going to want to keep quiet about the Battle of Schrute Farms.,Dwight,True
12645,"Oh, okay. I’ll tell you. Let’s see here. Three bedroom, two bath…",Michael,True
12646,"Yeah, I would’ve. What about you? Come on, there’s gotta be something. Between your birth and the last two days, something you just haven’t had the chance to tell me.",Pam,True
12647,"I can’t wait to do to Pam, what I just did… to Pam.",Dwight,True
12648,Great. Just wanna let you guys know that we will be taking the tour like I promised-,Jim,True
12649,Toby.,Michael,True
12650,Ew.,Jim,True
12651,"Okay. I know, I know, champ. Calm down, just listen.",Dwight,True
12652,There’s a lot of choices. You got to help me here.,Michael,True
12653,I do not accept your surrender. There’s only one way that I would ever relent.,Dwight,True
12654,"Oh, what? No. That defeats the whole purpose.",Michael,True
12655,Mmhmm.,Jim,True
12656,That’s what I said.,Dwight,True
12657,"I know. You’re gonna be okay, Monkey.",Dwight,True
12658,"It wasn’t a snap decision, you were sitting there for an hour.",Dwight,True
12659,I need more time.,Michael,True
12660,"No, I’m not doing that!",Jim,True
12661,Yeah? … Oh.,Jim,True
12662,I’m kind of in-between boyfriends right now. So I don’t need anything sexy. But I do need some new hand towels. I figure I can cut up this robe.,Pam,True
12663,"Today is my B-day, and people around here just go crazy for it. I don’t know why. Oh! Fun fact. I share my birthday with Eva Longoria. So, I have a",Michael,True
12664,Wow.,Michael,True
12665,"And for Dwight Schrute, the silver medal.",Jim,True
12666,"I will use your talents come baseball season, my friend. Or if we box.",Michael,True
12667,"It’s not really your choice, is it? Death waits for no man.",Dwight,True
12668,"Well, suck it up. We all have problems. Hey, everybody, look what we have! Nice, huh?",Michael,True
12669,Okay. Do you want me to stay?,Jim,True
12670,"Kelly Kapoor, yes.",Pam,True
12671,You said butt.,Michael,True
12672,Did you hear Stanley’s having an affair?,Michael,True
12673,"I’m cool, I’m cool, I’m so cool. Tell me what is going on.",Dwight,True
12674,Not us.,Pam,True
12675,Not just because he said it?,Michael,True
12676,"So, they know.",Jim,True
12677,Damn it.,Michael,True
12678,I think you should do it. That’s great!,Jim,True
12679,Happy.,Michael,True
12680,He’ll die.,Dwight,True
12681,You’re insane.,Dwight,True
12682,"Hi. Dwight Schrute calling, acting manager, Scranton branch. Listen, I needed your permission to fire Jim Halpert.",Dwight,True
12683,Nope.,Pam,True
12684,No. You will not.,Dwight,True
12685,"Yes, I did.",Pam,True
12686,"See, I knew we lost somebody on the tour. It’s-",Jim,True
12687,Why are you dressed like a seed catalogue model?,Dwight,True
12688,Whass…up!,Michael,True
12689,"Ok, you know what? I want you to think about your future in this company. I want you to think about it long and hard.",Michael,True
12690,T-No. He tortured me… with his awfulness.,Michael,True
12691,"How do I feel about losing the sale? It’s like if Michael Phelps came out of retirement, jumped in the pool, belly-flopped, and drowned.",Michael,True
12692,"It is right. I mean, it’s impossible.",Jim,True
12693,"Here’s the sitch. Two weeks ago, I was in the worst relationship of my life. She treated me poorly. We didn’t connect, I was miserable. Now, I’m in the best relationship of my life with the same woman. Love is a mystery.",Michael,True
12694,It was my pants.,Dwight,True
12695,"Oh, I, um…",Pam,True
12696,I don’t know.,Dwight,True
12697,"Yeah I’m fine. Look, about you and Jim.",Michael,True
12698,"Gotta write that down. Ok, big day today. Airing of the documentary. Who’s excited?",Jim,True
12699,"Oh, new record!",Michael,True
12700,Nice job everybody. Great work.,Jim,True
12701,"Actually, I am meeting somebody, but I’m a little bit early. Leaving my company. After 19 years.",Michael,True
12702,"Oh, God. Oh…",Michael,True
12703,At a gas station?,Michael,True
12704,Sorry.,Pam,True
12705,"Today at lunchtime we’re going to be playing the warehouse staff at a friendly little game of basketball. My idea. Last time I was down there, I noticed they’d put up a couple of hoops, and I play basketball every weekend. So I thought, “This might be kinda fun.” And so I started messing around and… I’m sinking a few, you know. Swish, swish, swish. Nothing but net. And their jaws just dropped to the floor. African-Americans! So… you know, it’s really just a good friendly game, a reason to get together.",Michael,True
12706,Sorry. That was a family emergency.,Jim,True
12707,I’m not going to slam you up against the wall.,Michael,True
12708,I really hope you get the job.,Pam,True
12709,None taken. What do you got?,Dwight,True
12710,"Read article nineteen. There are suitable standards that you have to maintain the building at that includes comfortable temperatures and adequate lighting. It also means no more cutting the tampons in two, and no more tampering with the toilet paper.",Pam,True
12711,"Oh man, it was great. They were great.",Jim,True
12712,You’re gonna regret that when you find yourself between a moose and her cubs.,Jim,True
12713,"Oh really, Jim? What about Pam? And you did a heck of a lot more than kiss. Maybe this could be my Pam.",Michael,True
12714,We were supposed to go to the barbeque at Jim’s house.,Pam,True
12715,"You’re not getting an interview, Dwight. The whole point of this Search Committee process is to prevent hiring someone like you ever again.",Jim,True
12716,"No, it’s going in a different direction then the other wires.",Dwight,True
12717,No.,Dwight,True
12718,I gave her a higher clearance than you.,Dwight,True
12719,"Just know that if I could have fired you, I would have.",Michael,True
12720,What is that? It is your birthday period.,Jim,True
12721,"Hey it’s me. So uh, don’t worry. Everything’s ok.",Jim,True
12722,You snubbed her.,Dwight,True
12723,"NO, well can you get on that, because I don’t just read Cracked. Thank you.",Michael,True
12724,"Michael, you didn’t even know her.",Jim,True
12725,"I have now memorized all of your names. Shirty, Mole, Lazy Eye, Mexico, Baldy.",Michael,True
12726,"Around here, Oscar is known as ‘actually’ because he will insert himself into just about any conversation to add facts, or correct grammar. He really does fit that old stereotype of the smug gay Mexican.",Jim,True
12727,"What is it? No, just tell me what it is.",Michael,True
12728,Exactly!,Michael,True
12729,"One, and then wrap around. It’s okay. Hold that arm down.",Pam,True
12730,I feel good. Wow.,Pam,True
12731,I just don’t want you to.,Michael,True
12732,Welcome aboard.,Dwight,True
12733,I didn’t say anything,Dwight,True
12734,That’s okay I can… I’m fine. I’ll just play a song in my head.,Pam,True
12735,Shut up. Mavis Beacon doesn’t even type 90.,Jim,True
12736,We have a meeting with an investor today.,Pam,True
12737,That’s great. Let’s do this guys.,Dwight,True
12738,"Uh, hit and run.",Jim,True
12739,"What are you doing? Stop it, Dwight!",Jim,True
12740,There are a few ways to get promoted. One is to wait for an opening and apply for it. That’s the main way. But this could work.,Pam,True
12741,"Oh, just…",Dwight,True
12742,"No, nope, no one is helping me out at all Mom. No, I’m not gonna call Jan. She’d just worry… drive down here and make a big thing… Who told you that? No, it was mutual. What is Pam doing chatting with you?",Michael,True
12743,Actually… You look great. They steered you right. I guess it does make sense buying from a father son team. You know what? I’ll take one too.,Dwight,True
12744,Look at this.,Pam,True
12745,…we wanted to say thank you-,Pam,True
12746,"Yeah. “Hidy ho, you sexy thang. You sexy thang you.” Here you go.",Michael,True
12747,"Oh, welcome back, Andy.",Pam,True
12748,That is so cool. Thanks Dwight!,Pam,True
12749,"That’s true, we wouldn’t get seats together.",Michael,True
12750,"I don’t know, same old stuff. Same old. Boss just been ridin’ my ass.",Michael,True
12751,"Alright, so let’s get this party staaaarrrrted.",Michael,True
12752,"No, no, no. That’s super-clear-ish. Nope. Nope. Nope. Nope.",Michael,True
12753,All good. Happy Halloween. What happened to all those spooky decorations that we had? The cobwebs and such?,Michael,True
12754,How much? How many pounds is it?,Michael,True
12755,"Whoa, that’s kind of condescending. Would you say something like that to Jim?",Pam,True
12756,"Well, that kind of sucks, because it had all the photos of my brother’s new baby on it, so…",Jim,True
12757,"Scotch with Splenda. Tastes like Splenda, gets you drunk like scotch. Clinky, clinky-clink. Come-on… come on, come on.",Michael,True
12758,"I ran into this guy from my high school who has just gotten divorced and he hit on me. In the mall. And I didn’t tell you because, I don’t know, I felt embarrassed. And, I didn’t know if you would be mad or worried. But, anyway, I thought you’d want to know.",Pam,True
12759,"I know. Just the guys. Well, maybe that’s, uh, part of the problem. I think…so what happened was, I was talking with some of the department heads. Uh, some of the female department heads.",Jim,True
12760,They are now.,Dwight,True
12761,The twirl sucks.,Dwight,True
12762,"Oh, hey, is that Princess Unicorn? I thought they were all sold out.",Michael,True
12763,Contractions are coming every ten minutes.,Dwight,True
12764,Actually I think it’s not loud enough. May I? Thank you sah! There we go. Glee right? Rock and roll! Turn it up to elevaan! Spinal Cord!,Michael,True
12765,"Listen, Scott… we’re losing money, okay? It’s not a charity; it’s a business. And it’s a dying business.",Dwight,True
12766,Yes.,Dwight,True
12767,I’m not the godfather.,Michael,True
12768,Big day.,Jim,True
12769,Okay.,Pam,True
12770,Son of a bitch. God! Okay. All right you know what? Here we go. On your mark! Get set!,Michael,True
12771,"No, no.",Michael,True
12772,His name’s Andy. He’s a terrible salesman.,Dwight,True
12773,Should’ve had hindsight.,Michael,True
12774,"When you c– well? Am I wrong? They say it’s not different, but it’s a different sensation.",Michael,True
12775,You okay?,Jim,True
12776,Are you really gonna marry him? …Ok.,Jim,True
12777,"No, I am just coming out myself. I am coming out hetero!",Michael,True
12778,I don’t know. I try not to bother him about this kind of stuff.,Pam,True
12779,"Okay. Oh, uh, you dropped something. Jim?",Pam,True
12780,"Jim, I’ve given you this information, like, twenty times.",Dwight,True
12781,I had rebound? Yeah.,Michael,True
12782,I think you could just do Andy Bernard.,Jim,True
12783,"Love me, say that you love me. Fool me, fool me, go on and fool me.",Jim,True
12784,"That’s true, that’s a great point. Come on down here. Sit down on that couch and be amongst friends and we are not going to think about all your stuff being destroyed, all right.",Michael,True
12785,"I would like an Xbox, and a TV that’s compatible with an Xbox. And, I’m sorry.",Michael,True
12786,Michael’s got a few tricks for Valentine’s Day. He found a place where you can get 12 plastic roses for $10 and he’s got a great line. “Me so thorny.”,Pam,True
12787,That you are afraid.,Michael,True
12788,"Come on, I already filled the bottles with the gas, it’s going to be so badass.",Dwight,True
12789,"Try zero, Zero, Zero, Zero, zero, zero.",Dwight,True
12790,Let’s go.,Dwight,True
12791,I didn’t mean any of those things I just said. And you can expect the same from everyone in this office if you don’t nip this whole Employee of the Month situation in the bud. Make it about the work.,Dwight,True
12792,You can be so modest sometimes.,Dwight,True
12793,"No, it’s in like ten minutes.",Michael,True
12794,Okay.,Pam,True
12795,"Okay, that’s insanely complicated and the first thing I’m going to do is erase it.",Jim,True
12796,Tell them what you told me. This is genius.,Michael,True
12797,Nature.,Pam,True
12798,It’s my sumo suit. I just didn’t inflate it all the way. I am so glad that I bought instead of rented.,Michael,True
12799,Do the monkey face.,Michael,True
12800,"Wow, I’m really sorry.",Jim,True
12801,"Uh, I actually thought we were keeping it pretty low-key.",Jim,True
12802,"Hey, can we just focus?",Michael,True
12803,160.,Michael,True
12804,"Okay. But it’s cruel, because a woman with damaged knees can’t scrub worth a damn.",Dwight,True
12805,"Michael, the pants don’t have any pockets.",Pam,True
12806,OK.,Michael,True
12807,Stop talking all at once!,Michael,True
12808,My trouser hives are void of honey. I had congress with Angela and the child that she bore did not issue from my loins. I thought I would be a father and instead I am a eunuch. Neutered by my own building.,Dwight,True
12809,"I really wanted you to follow through on your resolutions. The cartwheel, the veggies… I… care about you. Very much. And you loom so large in my heart that I crossed the line.",Michael,True
12810,Really? Fine. Let your breasts explode. Three squeezes and I would drain you.,Dwight,True
12811,To intimidate my subordinates.,Dwight,True
12812,Is that really what you think?,Jim,True
12813,"Yeah, I gave him a ride home because…",Pam,True
12814,Forget it! Forget it!,Michael,True
12815,All right.,Dwight,True
12816,"Yeah, I bet it is! If you’re gonna do your job well here, you gotta get used to being embarrassed.",Michael,True
12817,"It’s whoever, not whomever.",Michael,True
12818,Crazy world. Lotta smells.,Michael,True
12819,"I’m a Jamaican zombie woman, leave me alone, ghoul.",Dwight,True
12820,"But, do not worry. I have his home address right here.",Dwight,True
12821,OK.,Dwight,True
12822,Ok.,Michael,True
12823,"Okay. You know what? You clearly don’t care, so why don’t you just leave?",Michael,True
12824,"Schrute’s are farmers by hobby, and traders by trade. Through the art of the swap, I will walk out of this garage sale with the finest item here.",Dwight,True
12825,Keep it going. Hey batter batter batter.,Michael,True
12826,"If I wanted to hit you, I would have hit you.",Michael,True
12827,"Ye… pfff. Well, no. It’s a lie. That’s not what happened. I just like you. I can’t believe I get to be with you. You work at an adult arcade. You could have any man you want.",Michael,True
12828,Yeah?,Pam,True
